,code,expression,relation
117790,W84,CID-10 O36.1,ciap_to_cid
117791,W84,CID-10 O361,ciap_to_cid
117842,D96,doença pulmonar em trematódeos,ciap_to_text
117845,D96,CID-10 B66.4,ciap_to_cid
117846,D96,CID-10 B664,ciap_to_cid
117885,K99,panarterite nodosa,ciap_to_text
117888,K99,CID-10 M30.0,ciap_to_cid
117889,K99,CID-10 M300,ciap_to_cid
117926,X99,cisto ovariano hemorrágico,ciap_to_text
117929,X99,CID-10 N83.2,ciap_to_cid
117930,X99,CID-10 N832,ciap_to_cid
118017,D90,hérnia diafragmática de Bochdalek,ciap_to_text
118019,D90,Hérnia de hiato /diafragmática,ciap_to_ciap_title
118020,D90,CID-10 K44.9,ciap_to_cid
118021,D90,CID-10 K449,ciap_to_cid
118022,D90,CID-10 K44,ciap_to_other_cids
118024,D81,anomalia congênita da faringe,ciap_to_text
118027,D81,CID-10 Q38.8,ciap_to_cid
118028,D81,CID-10 Q388,ciap_to_cid
118053,Y99,diverticulite de uma vesícula seminal,ciap_to_text
118124,N99,degeneração cerebral no decurso da infância,ciap_to_text
118127,N99,CID-10 G31.9,ciap_to_cid
118128,N99,CID-10 G319,ciap_to_cid
118209,A87,anoxia cerebral durante ou após um tratamento médico,ciap_to_text
118272,A87,síndrome vítrea (toque),ciap_to_text
118275,A87,CID-10 H59.0,ciap_to_cid
118276,A87,CID-10 H590,ciap_to_cid
118335,N88,estado de mal epilético tônico-clônico,ciap_to_text
118338,N88,CID-10 G41.0,ciap_to_cid
118339,N88,CID-10 G410,ciap_to_cid
118344,S18,ferida aberta da face dorsal do tronco,ciap_to_text
118347,S18,CID-10 S21.2,ciap_to_cid
118348,S18,CID-10 S212,ciap_to_cid
118391,L82,polegar acessório de origem congênita,ciap_to_text
118394,L82,CID-10 Q69.1,ciap_to_cid
118395,L82,CID-10 Q691,ciap_to_cid
118426,K73,deficiência congênita do septo cardíaco,ciap_to_text
118429,K73,CID-10 Q21.0,ciap_to_cid
118430,K73,CID-10 Q210,ciap_to_cid
118451,S13,S13,ciap_to_text
118452,S13,CIAP-2 S13,ciap_to_ciap
118453,-33,pesquisa de anticorpos anti-Toxoplasma IgG (teste ELISA),ciap_to_text
118460,A98,Medicina preventiva/manutenção da saúde,ciap_to_text
118462,U88,paludismo com nefrose,ciap_to_text
118489,K99,ruptura de um aneurisma dissecante da aorta ascendente,ciap_to_text
118530,B29,necrobiose dos órgãos hematopoiéticos ou linfáticos,ciap_to_text
118537,A79,carcinomatose peritoneal,ciap_to_text
118540,A79,CID-10 C78.6,ciap_to_cid
118541,A79,CID-10 C786,ciap_to_cid
118566,-39,detecção de  nistagmo,ciap_to_text
118567,-39,CIAP-2 -39,ciap_to_ciap
118568,-39,Teste de função física,ciap_to_ciap_title
118569,-39,CID-10 nan,ciap_to_cid
118571,-39,CID-10 nan,ciap_to_other_cids
118573,A99,manutenção de um gesso,ciap_to_text
118576,A99,CID-10 Z47.8,ciap_to_cid
118577,A99,CID-10 Z478,ciap_to_cid
118658,L82,anomalia congênita do sistema osteomuscular,ciap_to_text
118693,D81,"fenda labial com fenda do véu e da abóbada do palato, bilateral",ciap_to_text
118696,D81,CID-10 Q37.4,ciap_to_cid
118697,D81,CID-10 Q374,ciap_to_cid
118722,L09,L09,ciap_to_text
118724,L86,lumbago por deslocação de um disco intervertebral com ciática,ciap_to_text
118753,S14,corrosão da cabeça e do pescoço,ciap_to_text
118756,S14,CID-10 T20.4,ciap_to_cid
118757,S14,CID-10 T204,ciap_to_cid
118776,L82,costela supranumerária congênita com síndrome da costela cervical,ciap_to_text
118811,R76,periamigdalite,ciap_to_text
118822,W92,procidência do cordão umbilical complicando o trabalho e o parto,ciap_to_text
118825,W92,CID-10 O69.0,ciap_to_cid
118826,W92,CID-10 O690,ciap_to_cid
118891,K73,fístula congênita arteriovenosa,ciap_to_text
118894,K73,CID-10 Q27.3,ciap_to_cid
118895,K73,CID-10 Q273,ciap_to_cid
118916,A78,tifo exantemático de Kedani,ciap_to_text
118919,A78,CID-10 A75.3,ciap_to_cid
118920,A78,CID-10 A753,ciap_to_cid
119073,R77,laringotraqueíte estridulosa,ciap_to_text
119076,R77,CID-10 J38.5,ciap_to_cid
119077,R77,CID-10 J385,ciap_to_cid
119084,A94,esclerema edematoso do recém-nascido,ciap_to_text
119087,A94,CID-10 P83.0,ciap_to_cid
119088,A94,CID-10 P830,ciap_to_cid
119203,-41,exame de ressonância magnética do abdome,ciap_to_text
119210,-32,teste de sensibilidade,ciap_to_text
119217,X21,hipertrofia mamária,ciap_to_text
119219,X21,Dor/sintomas da mama feminina/ mastite,ciap_to_ciap_title
119220,X21,CID-10 N62,ciap_to_cid
119222,X21,CID-10 N61,ciap_to_other_cids
119224,X21,CID-10 N62,ciap_to_other_cids
119226,X21,CID-10 N64.3,ciap_to_other_cids
119227,X21,CID-10 N643,ciap_to_other_cids
119228,X21,CID-10 N64.5,ciap_to_other_cids
119229,X21,CID-10 N645,ciap_to_other_cids
119230,X21,CID-10 N64.8,ciap_to_other_cids
119231,X21,CID-10 N648,ciap_to_other_cids
119232,X21,CID-10 N64.9,ciap_to_other_cids
119233,X21,CID-10 N649,ciap_to_other_cids
119234,N86,esclerose do tronco cerebral,ciap_to_text
119235,N86,CIAP-2 N86,ciap_to_ciap
119236,N86,Esclerose múltipla,ciap_to_ciap_title
119237,N86,CID-10 G35,ciap_to_cid
119239,N86,CID-10 G35,ciap_to_other_cids
119241,W99,septicemia sobrevindo após uma gravidez ectópica,ciap_to_text
119278,H70,otite externa em herpes zoster ou simples,ciap_to_text
119287,T90,coma no curso de um diabetes,ciap_to_text
119300,X99,cisto sebáceo dos órgãos genitais,ciap_to_text
119391,X99,congestão ovariana,ciap_to_text
119482,X70,perna em forma de lâmina de sabre congênita,ciap_to_text
119499,P75,estado dissociativo,ciap_to_text
119512,W99,gravidez prolongada,ciap_to_text
119515,W99,CID-10 O48,ciap_to_cid
119549,P19,dependência de psilocibina,ciap_to_text
119552,P19,CID-10 F16.2,ciap_to_cid
119553,P19,CID-10 F162,ciap_to_cid
119570,R83,abscesso da pleura fistulizada,ciap_to_text
119593,A89,complicação em prótese vesical,ciap_to_text
119640,P19,uso abusivo de cafeína,ciap_to_text
119661,N71,encefalite extrema oriental,ciap_to_text
119664,N71,CID-10 A84.0,ciap_to_cid
119665,N71,CID-10 A840,ciap_to_cid
119706,A87,pneumopatia pós-operatória,ciap_to_text
119709,A87,CID-10 J95.8,ciap_to_cid
119710,A87,CID-10 J958,ciap_to_cid
119769,T99,fibrose cística,ciap_to_text
119772,T99,CID-10 E84.9,ciap_to_cid
119773,T99,CID-10 E849,ciap_to_cid
119876,P17,P17,ciap_to_text
119878,R87,Corpo estranho nariz/laringe/brônquios,ciap_to_text
119880,B99,imunodeficiência com hiperimunoglobulinemia,ciap_to_text
119883,B99,CID-10 D80.6,ciap_to_cid
119884,B99,CID-10 D806,ciap_to_cid
119919,A87,danos cerebrais de tipo hipóxico ou anóxico secundários a um tratamento médico,ciap_to_text
119982,Y84,mamilo acessório congênito,ciap_to_text
119985,Y84,CID-10 Q83.3,ciap_to_cid
119986,Y84,CID-10 Q833,ciap_to_cid
119993,R88,lesão traumática intratorácica,ciap_to_text
119996,R88,CID-10 S27.9,ciap_to_cid
119997,R88,CID-10 S279,ciap_to_cid
120018,D77,carcinoma do fígado e dos ductos biliares,ciap_to_text
120021,D77,CID-10 C22.1,ciap_to_cid
120022,D77,CID-10 C221,ciap_to_cid
120063,U71,úlcera vesical de Hunner,ciap_to_text
120066,U71,CID-10 N30.1,ciap_to_cid
120067,U71,CID-10 N301,ciap_to_cid
120072,U88,nefropatia hereditária em doença com depósito denso,ciap_to_text
120075,U88,CID-10 N07.6,ciap_to_cid
120076,U88,CID-10 N076,ciap_to_cid
120099,N99,quadriplegia congênita ou infantil,ciap_to_text
120184,K91,oclusão bilateral carótida,ciap_to_text
120215,W84,gravidez de risco por causa de uma hemorragia extradural puerperal,ciap_to_text
120270,L95,osteoporose pós traumática,ciap_to_text
120273,L95,CID-10 M81.8,ciap_to_cid
120274,L95,CID-10 M818,ciap_to_cid
120281,A99,colocação em observação por suspeita de comoção ou concussão cerebral,ciap_to_text
120284,A99,CID-10 Z04.5,ciap_to_cid
120285,A99,CID-10 Z045,ciap_to_cid
120366,N88,N88,ciap_to_text
120368,X99,distrofia vulvar,ciap_to_text
120371,X99,CID-10 N90.4,ciap_to_cid
120372,X99,CID-10 N904,ciap_to_cid
120459,B99,púrpura crioglobulinêmica,ciap_to_text
120462,B99,CID-10 D89.1,ciap_to_cid
120463,B99,CID-10 D891,ciap_to_cid
120498,A80,lesão traumática de um vaso sanguíneo do ombro,ciap_to_text
120501,A80,CID-10 S45.9,ciap_to_cid
120502,A80,CID-10 S459,ciap_to_cid
120555,P08,desvio sexual do tipo satiríase,ciap_to_text
120558,P08,CID-10 F52.7,ciap_to_cid
120559,P08,CID-10 F527,ciap_to_cid
120578,U99,hidronefrose com obstrução e infecção da junção pielo-uretral,ciap_to_text
120629,R99,"Schaver, doença de",ciap_to_text
120692,D98,obstrução das vias biliares,ciap_to_text
120695,D98,CID-10 K83.1,ciap_to_cid
120696,D98,CID-10 K831,ciap_to_cid
120707,X08,metropatia hemorrágica,ciap_to_text
120708,X08,CIAP-2 X08,ciap_to_ciap
120709,X08,Hemorragia intermenstrual,ciap_to_ciap_title
120710,X08,CID-10 N93.8,ciap_to_cid
120711,X08,CID-10 N938,ciap_to_cid
120712,X08,CID-10 N92.3,ciap_to_other_cids
120713,X08,CID-10 N923,ciap_to_other_cids
120714,X08,CID-10 N93.8,ciap_to_other_cids
120715,X08,CID-10 N938,ciap_to_other_cids
120716,X08,CID-10 N93.9,ciap_to_other_cids
120717,X08,CID-10 N939,ciap_to_other_cids
120718,D70,abscesso amebiano,ciap_to_text
120721,D70,CID-10 A06.4,ciap_to_cid
120722,D70,CID-10 A064,ciap_to_cid
120741,S17,"escoriação, arranhão ou bolha ao nível do escroto",ciap_to_text
120810,A94,morbidade perinatal devido a uma apresentação anormal antes do parto,ciap_to_text
120929,A82,sequela tardia de uma amputação traumática de múltiplas regiões corporais,ciap_to_text
120968,T91,pelagra secundária ao uso de álcool,ciap_to_text
121017,D98,litíase no canal cístico,ciap_to_text
121032,W84,distúrbios alimentares durante a gravidez,ciap_to_text
121035,W84,CID-10 O99.2,ciap_to_cid
121036,W84,CID-10 O992,ciap_to_cid
121087,W27,suspeita de uma gravidez de alto risco,ciap_to_text
121094,D97,esteatose hepático-alcoólica,ciap_to_text
121097,D97,CID-10 K70.0,ciap_to_cid
121098,D97,CID-10 K700,ciap_to_cid
121119,A94,morbidade perinatal devido a uma ameaça de abortamento espontâneo,ciap_to_text
121122,A94,CID-10 P01.8,ciap_to_cid
121123,A94,CID-10 P018,ciap_to_cid
121238,A78,rinosporidiose,ciap_to_text
121241,A78,CID-10 B48.1,ciap_to_cid
121242,A78,CID-10 B481,ciap_to_cid
121395,S18,feridas abertas múltiplas ao nível da coxa,ciap_to_text
121398,S18,CID-10 S71.7,ciap_to_cid
121399,S18,CID-10 S717,ciap_to_cid
121442,F99,espasmo da artéria oftálmica,ciap_to_text
121445,F99,CID-10 H34.2,ciap_to_cid
121446,F99,CID-10 H342,ciap_to_cid
121563,A98,necessidade de imunização,ciap_to_text
121566,A98,CID-10 Z26.9,ciap_to_cid
121567,A98,CID-10 Z269,ciap_to_cid
121596,P80,prolixidade,ciap_to_text
121599,P80,CID-10 F68.0,ciap_to_cid
121600,P80,CID-10 F680,ciap_to_cid
121621,-59,colocação de uma bomba de morfina,ciap_to_text
121628,D79,bezoar de cabelos no intestino,ciap_to_text
121631,D79,CID-10 T18.3,ciap_to_cid
121632,D79,CID-10 T183,ciap_to_cid
121635,A99,intervenção seletiva,ciap_to_text
121638,A99,CID-10 Z41.9,ciap_to_cid
121639,A99,CID-10 Z419,ciap_to_cid
121720,U85,obstrução congênita do óstio ureteris,ciap_to_text
121723,U85,CID-10 Q62.1,ciap_to_cid
121724,U85,CID-10 Q621,ciap_to_cid
121735,S74,micose da unha,ciap_to_text
121738,S74,CID-10 B35.1,ciap_to_cid
121739,S74,CID-10 B351,ciap_to_cid
121744,D96,edema de Calabar,ciap_to_text
121747,D96,CID-10 B74.3,ciap_to_cid
121748,D96,CID-10 B743,ciap_to_cid
121787,D83,infecção do canal tirolingual,ciap_to_text
121830,N99,hidrocefalia não-comunicante,ciap_to_text
121915,D99,esplanquinoptose,ciap_to_text
122012,P10,transtorno estereotipado,ciap_to_text
122025,N16,odor fétido no nariz,ciap_to_text
122026,N16,CIAP-2 N16,ciap_to_ciap
122027,N16,Alterações do olfato/gosto,ciap_to_ciap_title
122028,N16,CID-10 R43.8,ciap_to_cid
122029,N16,CID-10 R438,ciap_to_cid
122030,N16,CID-10 R43,ciap_to_other_cids
122032,A88,afogamento,ciap_to_text
122035,A88,CID-10 T75.1,ciap_to_cid
122036,A88,CID-10 T751,ciap_to_cid
122071,T99,doença de Scholz,ciap_to_text
122178,D99,estomatite em Geotrichum,ciap_to_text
122275,S12,picada de inseto do pescoço,ciap_to_text
122278,S12,CID-10 S10.9,ciap_to_cid
122279,S12,CID-10 S109,ciap_to_cid
122352,A23,problema com o uso de drogas,ciap_to_text
122355,A23,CID-10 Z72.2,ciap_to_cid
122356,A23,CID-10 Z722,ciap_to_cid
122431,F73,oftalmia metatástica,ciap_to_text
122434,F73,CID-10 H44.0,ciap_to_cid
122435,F73,CID-10 H440,ciap_to_cid
122476,A23,histórico individual de ciclo sono-vigília insalubre,ciap_to_text
122479,A23,CID-10 Z91.3,ciap_to_cid
122480,A23,CID-10 Z913,ciap_to_cid
122555,K91,apoplexia urêmica,ciap_to_text
122558,K91,CID-10 I68.8,ciap_to_cid
122559,K91,CID-10 I688,ciap_to_cid
122586,F73,hemorragia da câmara anterior do olho,ciap_to_text
122589,F73,CID-10 H21.0,ciap_to_cid
122590,F73,CID-10 H210,ciap_to_cid
122631,A78,febre de Pontiac,ciap_to_text
122634,A78,CID-10 A48.2,ciap_to_cid
122635,A78,CID-10 A482,ciap_to_cid
122788,H71,otite média agudo,ciap_to_text
122791,H71,CID-10 H66.9,ciap_to_cid
122792,H71,CID-10 H669,ciap_to_cid
122807,-30,pré gestacional,ciap_to_text
122814,-32,intradermo-reação à tuberculina,ciap_to_text
122821,D97,esquistossomíase hepática,ciap_to_text
122824,D97,CID-10 K77.0,ciap_to_cid
122825,D97,CID-10 K770,ciap_to_cid
122846,L82,anomalia congênita posicionada costal,ciap_to_text
122881,P19,síndrome de dependência de femetrazina,ciap_to_text
122902,N99,síndrome de Werdnig-Hoffmann,ciap_to_text
122905,N99,CID-10 G12.0,ciap_to_cid
122906,N99,CID-10 G120,ciap_to_cid
122987,R95,doença pulmonar obstrutiva com enfisema e exacerbação aguda,ciap_to_text
122996,A78,febre recorrente de Dutton,ciap_to_text
122999,A78,CID-10 A68.1,ciap_to_cid
123000,A78,CID-10 A681,ciap_to_cid
123153,A94,feto afetado por um começo de trabalho complicado,ciap_to_text
123272,W03,hemorragia placentário devido a uma intervenção ou ao uso de instrumentos  antes do parto,ciap_to_text
123273,W03,CIAP-2 W03,ciap_to_ciap
123274,W03,Hemorragia antes do parto,ciap_to_ciap_title
123275,W03,CID-10 O46.8,ciap_to_cid
123276,W03,CID-10 O468,ciap_to_cid
123277,W03,CID-10 O20,ciap_to_other_cids
123279,W03,CID-10 O46,ciap_to_other_cids
123281,S14,queimadura do segundo grau do quadril,ciap_to_text
123284,S14,CID-10 T24.2,ciap_to_cid
123285,S14,CID-10 T242,ciap_to_cid
123304,X83,lateroversão congênita do útero,ciap_to_text
123319,A87,aderência pós-cirúrgica com obstrução,ciap_to_text
123322,A87,CID-10 K91.3,ciap_to_cid
123323,A87,CID-10 K913,ciap_to_cid
123382,A98,intervenção profilática para um fator de risco de tumor maligno,ciap_to_text
123385,A98,CID-10 Z40.0,ciap_to_cid
123386,A98,CID-10 Z400,ciap_to_cid
123415,-64,consulta/contato de iniciativa do profissional,ciap_to_text
123416,-64,CIAP-2 -64,ciap_to_ciap
123417,-64,Episódio / problema iniciado pelo prestador,ciap_to_ciap_title
123418,-64,CID-10 nan,ciap_to_cid
123420,-64,CID-10 nan,ciap_to_other_cids
123422,W93,"parto complicado por uma distócia devido a persistência da posição occipito-posterior ou transversa, com morte do recém-nascido",ciap_to_text
123425,W93,CID-10 O64.0,ciap_to_cid
123426,W93,CID-10 O640,ciap_to_cid
123493,S16,contusão da face,ciap_to_text
123554,B78,talassemia mista,ciap_to_text
123557,B78,CID-10 D56.9,ciap_to_cid
123558,B78,CID-10 D569,ciap_to_cid
123565,Z22,dificuldades ligadas ao fato de ter em domicílio um membro da família precisando de cuidados,ciap_to_text
123568,Z22,CID-10 Z63.6,ciap_to_cid
123569,Z22,CID-10 Z636,ciap_to_cid
123574,A89,complicação de um enxerto ósseo,ciap_to_text
123577,A89,CID-10 T84.9,ciap_to_cid
123578,A89,CID-10 T849,ciap_to_cid
123621,N73,trombose dos seios da face venosos iintracraniano,ciap_to_text
123640,X99,cisto do folículo de Graaf,ciap_to_text
123643,X99,CID-10 N83.0,ciap_to_cid
123644,X99,CID-10 N830,ciap_to_cid
123731,L86,hérnia núcleo pulposo lombar com neurite,ciap_to_text
123760,N81,lesões traumáticas nervosas múltiplas do braço e no ombro,ciap_to_text
123803,D29,ascite importante,ciap_to_text
123806,D29,CID-10 R18,ciap_to_cid
123822,K82,hipertensão da pequena circulação,ciap_to_text
123825,K82,CID-10 I27.0,ciap_to_cid
123826,K82,CID-10 I270,ciap_to_cid
123831,L87,tendinite do tornozelo,ciap_to_text
123880,P75,surdez funcional,ciap_to_text
123893,W17,parto complicado por hemorragia do pós-parto,ciap_to_text
123900,T82,obesidade endócrina (IMC >= 30),ciap_to_text
123903,T82,CID-10 E66.8,ciap_to_cid
123904,T82,CID-10 E668,ciap_to_cid
123907,S99,pitiríase liquenóide,ciap_to_text
123910,S99,CID-10 L41.0,ciap_to_cid
123911,S99,CID-10 L410,ciap_to_cid
124034,P76,"depressão recidivante, atualmente um episódio grave com sintomas psicóticos",ciap_to_text
124057,N73,empiema extradural,ciap_to_text
124060,N73,CID-10 G06.2,ciap_to_cid
124061,N73,CID-10 G062,ciap_to_cid
124076,Y78,carcinoma coriônico ,ciap_to_text
124089,R75,infecção sinusal,ciap_to_text
124098,B80,anemia sideropênica,ciap_to_text
124101,B80,CID-10 D50.9,ciap_to_cid
124102,B80,CID-10 D509,ciap_to_cid
124105,W84,doença do feto complicando a gravidez,ciap_to_text
124108,W84,CID-10 O36.9,ciap_to_cid
124109,W84,CID-10 O369,ciap_to_cid
124160,S17,"escoriação, arranhão ou bolha dos zigomáticos",ciap_to_text
124229,W92,"parto complicado por uma ruptura ou laceração do períneo, com lesão dos músculos do períneo",ciap_to_text
124298,P82,síndrome do estresse pós-traumático seguido a um estupro,ciap_to_text
124299,P82,CIAP-2 P82,ciap_to_ciap
124300,P82,Estresse pós traumático,ciap_to_ciap_title
124301,P82,CID-10 F43.1,ciap_to_cid
124302,P82,CID-10 F431,ciap_to_cid
124303,P82,CID-10 F43.1,ciap_to_other_cids
124304,P82,CID-10 F431,ciap_to_other_cids
124305,N71,meningite sifilítica secundária,ciap_to_text
124350,D82,cisto da mandíbula contendo um dente,ciap_to_text
124393,T80,agenesia congênita do timo,ciap_to_text
124404,P06,hipossomia,ciap_to_text
124413,A80,lesões traumáticas em múltiplos vasos sanguíneos da bacia,ciap_to_text
124416,A80,CID-10 S35.7,ciap_to_cid
124417,A80,CID-10 S357,ciap_to_cid
124470,K90,oclusão trombótica da artéria cerebral anterior com infarto,ciap_to_text
124487,S04,massa cutânea localizada ao nível do membro superior,ciap_to_text
124490,S04,CID-10 R22.3,ciap_to_cid
124491,S04,CID-10 R223,ciap_to_cid
124506,A94,varicela congênita,ciap_to_text
124509,A94,CID-10 P35.8,ciap_to_cid
124510,A94,CID-10 P358,ciap_to_cid
124625,N71,meningite em meningocócicas,ciap_to_text
124670,K90,oclusão trombótica da artéria vertebral com infarto,ciap_to_text
124673,K90,CID-10 I63.0,ciap_to_cid
124674,K90,CID-10 I630,ciap_to_cid
124687,N71,meningite em salmonela,ciap_to_text
124732,R99,amiloidose com acometimento pulmonar,ciap_to_text
124795,S99,degenerescência atrófica senil da pele,ciap_to_text
124798,S99,CID-10 L90.8,ciap_to_cid
124799,S99,CID-10 L908,ciap_to_cid
124922,L82,pé cavo de origem congênita,ciap_to_text
124925,L82,CID-10 Q66.7,ciap_to_cid
124926,L82,CID-10 Q667,ciap_to_cid
124957,Y99,fibrose do canal ejaculatório,ciap_to_text
125028,A94,morbidade perinatal devido a uma proeminência do promontório sacral complicando o parto,ciap_to_text
125147,N74,glioma misto,ciap_to_text
125160,W99,anomalia do líquido amniótico,ciap_to_text
125163,W99,CID-10 O41.8,ciap_to_cid
125164,W99,CID-10 O418,ciap_to_cid
125197,A70,abscesso tuberculoso da pelve na mulher,ciap_to_text
125218,P79,reação fóbica,ciap_to_text
125221,P79,CID-10 F40.9,ciap_to_cid
125222,P79,CID-10 F409,ciap_to_cid
125227,B99,osteomielosclerose,ciap_to_text
125266,A87,punção medular com síncope secundária,ciap_to_text
125269,A87,CID-10 G97.1,ciap_to_cid
125270,A87,CID-10 G971,ciap_to_cid
125329,A78,brucelose mista,ciap_to_text
125332,A78,CID-10 A23.8,ciap_to_cid
125333,A78,CID-10 A238,ciap_to_cid
125486,D81,anomalia congênita da posição do cólon,ciap_to_text
125515,U99,bexiga autônoma,ciap_to_text
125518,U99,CID-10 N31.2,ciap_to_cid
125519,U99,CID-10 N312,ciap_to_cid
125566,X82,lesão traumática do clitóris,ciap_to_text
125569,X82,CID-10 S39.9,ciap_to_cid
125570,X82,CID-10 S399,ciap_to_cid
125601,H99,estenose adquirida do conduto auditivo,ciap_to_text
125604,H99,CID-10 H61.3,ciap_to_cid
125605,H99,CID-10 H613,ciap_to_cid
125636,K93,trombose de um pulmão,ciap_to_text
125643,K99,telangiectasia hemorrágica,ciap_to_text
125646,K99,CID-10 I78.0,ciap_to_cid
125647,K99,CID-10 I780,ciap_to_cid
125684,L81,corpo estranho residual em um músculo,ciap_to_text
125687,L81,CID-10 M79.5,ciap_to_cid
125688,L81,CID-10 M795,ciap_to_cid
125805,S18,ferida aberta da região sub-maxilar,ciap_to_text
125852,L79,entorse dorsal,ciap_to_text
125855,L79,CID-10 S23.3,ciap_to_cid
125856,L79,CID-10 S233,ciap_to_cid
125915,N99,Mielopatia originária de uma degeneração de um disco intervertebral lombar,ciap_to_text
126000,F95,doença do quarto nervo craniano,ciap_to_text
126011,A78,sepse por Brucella,ciap_to_text
126168,P70,melancolia senil,ciap_to_text
126183,N81,lesão medular traumática,ciap_to_text
126226,L99,ruptura de um cisto sinovial,ciap_to_text
126229,L99,CID-10 M66.1,ciap_to_cid
126230,L99,CID-10 M661,ciap_to_cid
126357,W92,"retenção de produtos da concepção após o parto, sem hemorragia",ciap_to_text
126360,W92,CID-10 O73.1,ciap_to_cid
126361,W92,CID-10 O731,ciap_to_cid
126426,W92,parto complicado por anomalia de apresentação fetal,ciap_to_text
126429,W92,CID-10 O64.9,ciap_to_cid
126430,W92,CID-10 O649,ciap_to_cid
126495,X85,ectrópio do colo uterino,ciap_to_text
126498,X85,CID-10 N86,ciap_to_cid
126508,X03,síndrome de Mittelschmerz,ciap_to_text
126509,X03,CIAP-2 X03,ciap_to_ciap
126510,X03,Dores intermenstruais,ciap_to_ciap_title
126511,X03,CID-10 N94.0,ciap_to_cid
126512,X03,CID-10 N940,ciap_to_cid
126513,X03,CID-10 N94.0,ciap_to_other_cids
126514,X03,CID-10 N940,ciap_to_other_cids
126515,D82,periosteite da mandíbula,ciap_to_text
126558,U85,estenose congênita do ureter com obstrução,ciap_to_text
126573,W93,"parto complicado por uma patologia tumoral de órgão pélvico, durante a gravidez, com morte do recém-nascido",ciap_to_text
126644,A78,infecção por Actinomyces com actinomicetoma,ciap_to_text
126647,A78,CID-10 B47.1,ciap_to_cid
126648,A78,CID-10 B471,ciap_to_cid
126801,U78,tumor vesical benigna,ciap_to_text
126808,A78,infecção purulenta generalizada por pneumococos,ciap_to_text
126965,R21,pigarro,ciap_to_text
126966,R21,CIAP-2 R21,ciap_to_ciap
126967,R21,Dor/sintomas da garganta,ciap_to_ciap_title
126968,R21,CID-10 R07.0,ciap_to_cid
126969,R21,CID-10 R070,ciap_to_cid
126970,R21,CID-10 R07.0,ciap_to_other_cids
126971,R21,CID-10 R070,ciap_to_other_cids
126972,R21,CID-10 R09.8,ciap_to_other_cids
126973,R21,CID-10 R098,ciap_to_other_cids
126974,N99,distonia sintomática em torção,ciap_to_text
126977,N99,CID-10 G24.2,ciap_to_cid
126978,N99,CID-10 G242,ciap_to_cid
127059,-33,dosagem de IgE específica -Lepidogl.destructor,ciap_to_text
127066,A70,abscesso escrofuloso tuberculoso,ciap_to_text
127087,W92,parto complicado por uma lesão obstétrica do colo uterino,ciap_to_text
127090,W92,CID-10 O71.3,ciap_to_cid
127091,W92,CID-10 O713,ciap_to_cid
127156,L80,luxação do joelho,ciap_to_text
127159,L80,CID-10 S83.1,ciap_to_cid
127160,L80,CID-10 S831,ciap_to_cid
127229,T28,invalidez secundária a um problema metabólico ou endrócrino,ciap_to_text
127236,-38,pesquisa de magnésio em cálculos urinários,ciap_to_text
127243,T99,angioqueratoma corporal difuso,ciap_to_text
127350,U99,cistocele,ciap_to_text
127401,P71,transtorno bipolar de origem orgânica,ciap_to_text
127404,P71,CID-10 F06.3,ciap_to_cid
127405,P71,CID-10 F063,ciap_to_cid
127416,R99,hipertrofia da mucosa de um corneto do nariz,ciap_to_text
127479,F86,Tracoma,ciap_to_text
127481,A84,uso incorreto de medicamento devido a um erro de prescrição,ciap_to_text
127516,A89,ajuste de material adaptado aos problemas dos órgãos sensoriais,ciap_to_text
127519,A89,CID-10 Z46.2,ciap_to_cid
127520,A89,CID-10 Z462,ciap_to_cid
127563,D91,hérnia abdominal com gangrena,ciap_to_text
127566,D91,CID-10 K43.1,ciap_to_cid
127567,D91,CID-10 K431,ciap_to_cid
127578,S10,abscesso cutâneo lombar não tuberculoso,ciap_to_text
127585,L98,dedo em martelo adquirido,ciap_to_text
127588,L98,CID-10 M20.4,ciap_to_cid
127589,L98,CID-10 M204,ciap_to_cid
127594,W99,inflamação da pelve na mulher em seguida a um novo episódio de aborto,ciap_to_text
127631,L80,luxação dos naviculares do tornozelo,ciap_to_text
127634,L80,CID-10 S93.3,ciap_to_cid
127635,L80,CID-10 S933,ciap_to_cid
127704,T99,doença de pseudo-Hurler,ciap_to_text
127707,T99,CID-10 E77.0,ciap_to_cid
127708,T99,CID-10 E770,ciap_to_cid
127811,W92,parto complicado por um retração vaginal,ciap_to_text
127880,K99,arterite dos membros superiores,ciap_to_text
127883,K99,CID-10 I77.6,ciap_to_cid
127884,K99,CID-10 I776,ciap_to_cid
127921,X80,papiloma seroso superficial,ciap_to_text
127932,B29,B29,ciap_to_text
127934,L82,dolicomegalia congênita,ciap_to_text
127969,D25,inchaço abdominal sem massa palpável,ciap_to_text
127970,D25,CIAP-2 D25,ciap_to_ciap
127971,D25,Distensão abdominal,ciap_to_ciap_title
127972,D25,CID-10 R19.0,ciap_to_cid
127973,D25,CID-10 R190,ciap_to_cid
127974,D25,CID-10 R19.0,ciap_to_other_cids
127975,D25,CID-10 R190,ciap_to_other_cids
127976,B99,trombose do baço,ciap_to_text
128015,N85,obstrução congênita do aqueduto de Sylvius,ciap_to_text
128018,N85,CID-10 Q03.0,ciap_to_cid
128019,N85,CID-10 Q030,ciap_to_cid
128036,R89,soldadura congênita da laringe e da traquéia,ciap_to_text
