,query,concluded,relevant_results
1903,exercício,False,
1904,Geca,False,
1905,i,False,
1906,ranger os dentes,False,
1907,reação vaginal,False,
1908,bromcoespasmo,False,
1909, pé,False,
1910,luxação no joelho,False,
1911,dOR coração,False,
1912,trauma cranio encefalico,False,
1913,medo muscular,False,
1914,cisto punho,False,
1915,familia,False,
1916,retirada,False,
1917,coc,False,
1918,Medo de doença,False,
1919,afecções respiratórias,False,
1920,sintomas urinários,False,
1921,l15,False,
1922,CONGESTÃO nasal,False,
1923,infeccao via area,False,
1924,coleta de papanicolau,False,
1925,ansia de vomito,False,
1926,reação local da vacina,False,
1927,meniscopatia,False,
1928,diminuição de acuidade visual,False,
1929,sindrome respiratória aguda,False,
1930,tecnologia,False,
1931,ajustamento,False,
1932,Ferida crônica ,False,
1933,Violencia domestica ,False,
1934,queda de moto,False,
1935,hipertrofia de pequenos lábios,False,
1936,CISTO OVARIANO SIMPLES,False,
1937,receita médica,False,
1938,supraespinhal ,False,
1939,Dor toracica inflamatorio,False,
1940,artrose dedos,False,
1941,ulcera cronica,False,
1942,Conjuntivite,False,
1943,orientação,False,
1944,coceira,False,
1945,Reflexo,False,
1946,melasma,False,
1947,Mal estar,False,
1948,osteopo,False,
1949,dolore addominale,False,
1950,alteração textura da pele,False,
1951,mancha hipocromica,False,
1952,Boca seca,False,
1953,infec,False,
1954,prurigo estrófulo,False,
1955,dor de cabeca,False,
1956,tremor intencional,False,
1957,impotência,False,
1958,cerumen,False,
1959,antecedente de aborto,False,
1960,gripal,False,
1961,ovário cistos,False,
1962,gravidez ,False,
1963,faringite repetição,False,
1964,psic,False,
1965,corpo estranho na pele,False,
1966,molusco,False,
1967,dor em dedo,False,
1968,rótula,False,
1969,dificuldade de engolir,False,
1970,sinais e sintomas no ouvido,False,
1971,fumo,False,
1972,Gestante,False,
1973,cãimbra,False,
1974,crohn,False,
1975,h~ernia epigástrica,False,
1976,obstrução,False,
1977,z,False,
1978,faciite,False,
1979,pênis,False,
1980,litíase biliar,False,
1981,articulação temporo ,False,
1982,intolerancia a lactose,False,
1983,dor inter escapular,False,
1984,paciente com dor toracica,False,
1985,dor em tendão,False,
1986,neoplasia maligna de próstata,False,
1987,leiomioma do utero,False,
1988,olhos,False,
1989,ânus,False,
1990,libido,False,
1991,disfunção de at,False,
1992,adenoma adrenal,False,
1993,recem nascido,False,
1994,tremor essencial,False,
1995,ecoliose,False,
1996,pelo encravadp,False,
1997,dor no epscoço,False,
1998,Compulsão alimentar,False,
1999,formigamento de extremidades,False,
2000,crevical,False,
2001,sem queixas,False,
2002,Petequias,False,
2003,aprendizagem,False,
2004,Vacina,False,
2005,contra endocardite,False,
2006,concepção,False,
2007,tumefação,False,
2008,Medo Gravidez,False,
2009,uso de anabolizantes,False,
2010,inflamação pele,False,
2011,sinais e sintomas penis,False,
2012,consulta pre-natal,False,
2013,Distúrbios da atividade e da atenção,False,
2014,crise,False,
2015,FRIEIRA,False,
2016,P11,False,
2017,tp,False,
2018,ciático,False,
2019,rotura tendão adutor,False,
2020,s99,False,
2021,artralgia,False,
2022,linfonodo aumentado,False,
2023,vitamina baixa,False,
2024,incomodo com a aparencia de uma parte do corpo,False,
2025,prurido perineal,False,
2026,tendinite joelho,False,
2027,leptospirose,False,
2028,trauma ,False,
2029,Histiocitose,False,
2030,PUERICUL,False,
2031,lactose,False,
2032,CONTRATURA MUSCULAR,False,
2033,Ptiríase versicolor,False,
2034,tosses,False,
2035,varicoses,False,
2036,adoecimento de filha,False,
2037,compulsivo,False,
2038,adesao ao regime terapeutico,False,
2039,alteração de comportamento,False,
2040,infecção por hpv,False,
2041,HERPES LABIAL,False,
2042,volvo intestinal,False,
2043,alteração de cor da pele,False,
2044,"Percebe uma piora na vontade de ficar mais quieta e reclusa. Percebe uma pequena piora.    Resultado de exames.    Preocupada com muita coisa:   1. INSS  2. Sem receber (sustentada pela mãe)   Esteve no HEAL (Hospital Espírita André Luiz), estava agitada e teve uma crise após consulta na Medicina do Trabalho após relatar sobre os  Pensamentos de morte: não é desejo fixo mais, tangencia os pensamentos. ",False,
2045,DIU,False,
2046,transtorno do espectro autista,False,
2047,auriculotetrapia,False,
2048,arranha,False,
2049,preocupação com penis pequeno,False,
2050,tentativa suicidio,False,
2051,menstruação,False,
2052,dor suprapubica,False,
2053,pólipo ,False,
2054,CIRURGIA BARIATRICA,False,
2055,Glicemia alta,False,
2056,tumor na orelha,False,
2057,Fukutsū,False,
2058,ulcerad,False,
2059,lactente,False,
2060,Álcool ,False,
2061,circulação,False,
2062,nodulo tireoidiano,False,
2063,DOR TORACICA,False,
2064,dor após contusão,False,
2065,deficiencia de vitamina b12,False,
2066,mononeuropatia,False,
2067,tauma,False,
2068,s87,False,
2069,p18,False,
2070,artrite no dedo,False,
2071,bolha pele,False,
2072,queloide,False,
2073,p29 e p80,False,
2074,SAÚDE MENTAL,False,
2075,Dor no ouvido,False,
2076,sífilis,False,
2077,Doente,False,
2078,enxqueca ,False,
2079,fibrose pulmonar,False,
2080,alteração gastro intestinal,False,
2081,nodulo subcutaneo,False,
2082,pólipo na vesicula,False,
2083,depressão ,False,
2084,dermatite por estase venosa,False,
2085,ressecanemtno nasal,False,
2086,dor pulmão,False,
2087,membro inferior,False,
2088,dor sacro-coccix,False,
2089,sinais e sintomas do dedo da mão,False,
2090,r41,False,
2091,lombalgia cronica,False,
2092,tremedeira na pálpebra,False,
2093,entorse em tornozelo,False,
2094,verruga anogenital,False,
2095,dificuldade ,False,
2096,sintomas psicológicos,False,
2097,sangramento anorretal,False,
2098,dor na relação,False,
2099,Onicomicose,False,
2100,Sopa,False,
2101,colica,False,
2102,Picada de inseto,False,
2103,sintomas pré-menstruais,False,
2104,verme,False,
2105,hiperatividade detrusor,False,
2106,dor toracoabdominal,False,
2107,complicação em sutura cirurgica,False,
2108,digestão na gestante,False,
2109,analisar exame de radiografia de torax,False,
2110,pedra na vesícula biliar,False,
2111,Sifiles reagente,False,
2112,problema com mulher,False,
2113,polipo endometrio,False,
2114,astenia,False,
2115,articulações,False,
2116,recem nascido prematuro,False,
2117,INFECÇÃO DE URINA,False,
2118,pé valgo,False,
2119,Dor coração,False,
2120,problema iniciado por outro prestador,False,
2121,edema em membros inferiores,False,
2122,dependencia,False,
2123,Espinhas,False,
2124,picos hipertensivos,False,
2125,trauma do é,False,
2126,CERVICAL,False,
2127,problema de autoestima,False,
2128,perda de memória,False,
2129,e790,False,
2130,cocaina,False,
2131,tontura exercicio fisico,False,
2132,hordelo,False,
2133,uso frequente medicamento sdfg asdf,False,
2134,caímbras,False,
2135,esvio de septo nasal,False,
2136,sangramento uterino anorma,False,
2137,inflamação na pele,False,
2138,trauma auto,False,
2139,citologia anormal,False,
2140,H57,False,
2141,impotenciav,False,
2142,nodulo na mama,False,
2143,estufamento ,False,
2144,zumbido,False,
2145,femuropatelares,False,
2146,ideiação suicida,False,
2147,parar de fumar,False,
2148,ronoc,False,
2149,bebe chiador,False,
2150,receita,False,
2151,efeito colateral ,False,
2152,foco,False,
2153,anticocepcional,False,
2154,leptsopirose,False,
2155,lesões de pele,False,
2156,rotura de supraespinhal,False,
2157,arnolds,False,
2158,psicologicos,False,
2159,pos operatorio,False,
2160,hipotiroidismo,False,
2161,resultados de exame,False,
2162,CID-10 R10,False,
2163,ceratocone,False,
2164,cicatriz,False,
2165,hematoma subungueal,False,
2166,fratura processo estiloide do rádio,False,
2167,avaliação de exame,False,
2168,Lipoproteina,False,
2169,entorce tornozelo,False,
2170,I10,False,
2171,dor em face,False,
2172,alteração de pele,False,
2173,abscesso nas nádegas,False,
2174,Teleangectasia,False,
2175,sem doenças,False,
2176,BRAÇO,False,
2177,brain infarct,False,
2178,resultado anormal exame físico,False,
2179,abdominal,False,
2180,dúvida em saúde,False,
2181,deleção,False,
2182,divagando,False,
2183,Osteoartrite,False,
2184,D13,False,
2185,r03,False,
2186,acidente automobilístico,False,
2187,F76,False,
2188,sinais e sintomas ,False,
2189,ferida operatoria,False,
2190,adrenal adenoma,False,
2191,do em pé,False,
2192,desejo de usar medicamento,False,
2193,PSA elevado,False,
2194,coleta papanicolau ,False,
2195,torção no tornozelo,False,
2196,infecção urinaria,False,
2197,excisão de tumor na pele,False,
2198,tosseaaaafebre,False,
2199,sensação de dor no peito,False,
2200,Olhos,False,
2201,resultado de,False,
2202,tonsila faringea,False,
2203,lesão genital,False,
2204,hipertensão gestacional,False,
2205,bursite,False,
2206,osteoartrite mãos,False,
2207,itu,False,
2208,Vulva,False,
2209,trauma superficial perna,False,
2210,Klinefelter,False,
2211,urticaria,False,
2212,virose,False,
2213,tatuagem,False,
2214,exame preventivo,False,
2215,"tosse, cefaleia",False,
2216,blues puerperal,False,
2217,ultrassom,False,
2218,DOR LOMBAR,False,
2219,ferida perna,False,
2220,agenesia antebraço,False,
2221,medo de imunidade baixa,False,
2222,Cigarro,False,
2223,DEPRESSÃO,False,
2224,bloqueio de ramo esquerdo,False,
2225,Corpo estranho nariz,False,
2226,infecçao de via area superiores,False,
2227,Baixo peso,False,
2228,neoplasia maligna mama,False,
2229,olhos com secreção,False,
2230,receita ,False,
2231,s75,False,
2232,Cálculo na vesícula ,False,
2233,bursite quadril,False,
2234,medo de neoplasia,False,
2235,medo cancer prostata,False,
2236,CID R196 Halitose,False,
2237,LESAO DE PELE,False,
2238,questões sobre,False,
2239,torcicolor,False,
2240,pólipo de vesícular biliar,False,
2241,nervos,False,
2242,BRUXISMO,False,
2243,EXAME OFTALMOLOGICO,False,
2244,Corrimento,False,
2245,dor de estomago,False,
2246,caroço pele,False,
2247,historico familiar de cancer,False,
2248,resultado de exame,False,
2249,aná,False,
2250,dor coluna lombar e cervical,False,
2251,pensamento de morte,False,
2252,queda propria altura ,False,
2253,avaliação das mamas,False,
2254,dados,False,
2255,dedo do pé,False,
2256,Dermatotilexomania,False,
2257,K02,False,
2258,nódulo mamário,False,
2259,liquen simples cronico,False,
2260,PCR,False,
2261,laboratorio alterado,False,
2262,arritmia ventricular,False,
2263,fratura antebraço,False,
2264,fALA,False,
2265,dor vaginal,False,
2266,pensamentos auto,False,
2267,nodula,False,
2268,pós farmaco,False,
2269,S22,False,
2270,Tontura ,False,
2271,sintomas no ouvido,False,
2272,sinusite viral,False,
2273,x21,False,
2274,gengivite,False,
2275,hipercolesterolemia mista,False,
2276,reeducação alimentar,False,
2277,infertilidade feminina,False,
2278,cor da pele,False,
2279,p64,False,
2280,z298,False,
2281,chorar,False,
2282,exame,False,
2283,bacteria,False,
2284,a92,False,
2285,sintoma urinario,False,
2286,vomito na gestação,False,
2287,lesoes de pele,False,
2288,urinária,False,
2289,respiratorio,False,
2290,perda auditiva,False,
2291,catarro,False,
2292,r07,False,
2293,pre cirurgico,False,
2294,sdff,False,
2295,Psiquiatria,False,
2296,dor anal,False,
2297,sintomas pós-parto,False,
2298,relacionamento amoroso,False,
2299,conflitos no trabalho,False,
2300,leucopenia,False,
2301,alergia à proteína,False,
2302,Falta consulta,False,
2303,Imunização ,False,
2304,infecção de vias aéreas,False,
2305,consulta de saúde,False,
2306,Demencia frontotemporal,False,
2307,tosse produtiva,False,
2308,tendinite do pé,False,
2309,Lúpus,False,
2310,pé torto,False,
2311,PERDA AUDITIVA,False,
2312,y99,False,
2313,ABSCESSO,False,
2314,infecção bexiga,False,
2315,y98,False,
2316,hematoquesia,False,
2317,dificuldade de locomoção,False,
2318,CID F84 Transtornos globais do desenvolvimento,False,
2319,colateral,False,
2320,prescrição ,False,
2321,torção ,False,
2322,Faringite,False,
2323,Hematoquezia,False,
2324,Fibromialgia,False,
2325,dificuldade visual,False,
2326,parestesia ,False,
2327,medo de avc,False,
2328,prótese no estômago,False,
2329,PÓS NATAL,False,
2330,f330,False,
2331,parestesia,False,
2332,incontinência fecal,False,
2333,má adesão ao tratamento,False,
2334,nódulo pulmonar,False,
2335,orquiectomia,False,
2336,estilo de vida,False,
2337,endoscopia digestiva,False,
2338,alergia ovo,False,
2339,piercing ,False,
2340,agulhamento seco,False,
2341,uso frequente medicamento sdfg,False,
2342,beuren,False,
2343,sintomas pré menstruais,False,
2344,acompnhamneto cirurgico,False,
2345,sequela ortopedica,False,
2346,dor tornozelo,False,
2347,A50,False,
2348,mirena,False,
2349,nadega,False,
2350,SUTURAS,False,
2351,perda líquido gestação,False,
2352,doença arterial obstrutiva periferica,False,
2353,abaulamento,False,
2354,tétano,False,
2355,pernas,False,
2356,operatório,False,
2357,r73,False,
2358,"cancer de ma,a",False,
2359,DIU inserção ,False,
2360,Dor na barriga,False,
2361,esteatohepatite,False,
2362,corte pequeno em dedo,False,
2363,incomodo ao urinar,False,
2364,dor no polegar direito,False,
2365,abdome agudo,False,
2366,Rouquidão ,False,
2367,gravidez indesejada,False,
2368,p´res,False,
2369,epigastralgia,False,
2370,trombol,False,
2371,Exames ,False,
2372,terror noturno,False,
2373,inapetencia,False,
2374,trinca em dedo,False,
2375,líquen simples crônico\,False,
2376,lesão anal,False,
2377,ginecológica,False,
2378,crise de ansiedade,False,
2379,complicação de sutura,False,
2380,- Aumento da próstata,False,
2381,dor em mamas,False,
2382,alterações pele,False,
2383,preocupação com a saúde,False,
2384,reação medicamento,False,
2385,sinais e sintomas tornozelo,False,
2386,intolerancia lactose,False,
2387,Lipídios ,False,
2388,alteração escroto,False,
2389,instabilidade tornozelo,False,
2390,distonia cervical,False,
2391,dor em fossa ilica,False,
2392,Síndrome Antifosfolípide,False,
2393,dor no anus,False,
2394,hemograma,False,
2395,adenoma suprarrenal,False,
2396,infarto previo,False,
2397,conflito com marido,False,
2398,musculoesque,False,
2399,lesoes,False,
2400,iltb,False,
2401,choro,False,
2402,adenoma de papila,False,
2403,filho drogas,False,
2404,liquen escleroso ,False,
2405,Hiperplasia adrenal congenita,False,
2406,nódulos na pele,False,
2407,a60,False,
2408,desmotivação,False,
2409,tendinite crônica,False,
2410,infeccao de urina,False,
2411,"tosse, febre e dor de barriga",False,
2412,CID J342 Desvio do septo nasal,False,
2413,coleta de papa,False,
2414,pré operatario,False,
2415,RETENÇÃO URINARIA,False,
2416,Prevenção de gravidez,False,
2417,Transtorno de hiperatividade e déficit de atenção ,False,
2418,dor no corpo,False,
2419,FLUXO MENSTRUAL,False,
2420,pelo,False,
2421,furunculo,False,
2422,consulta para obtenção de atestado,False,
2423,nauseas,False,
2424,Dor nas costas,False,
2425,ulcera de pressao,False,
2426,"confusão,",False,
2427,avaliação oftalmológica,False,
2428,musculo,False,
2429,Polifarmácia ,False,
2430,plipo utero,False,
2431,ivp,False,
2432,Implanon,False,
2433,protese mama,False,
2434,PICO HIPERTENSIVO,False,
2435,fratura do maleolo lateral,False,
2436,k829,False,
2437,S02,False,
2438,compressão veia ilíaca,False,
2439,angina,False,
2440,CIANOSE,False,
2441,medo ,False,
2442,asfixia,False,
2443,lesão cutânea localizad,False,
2444,OMBRO,False,
2445,bocio,False,
2446,cirurgia bariátrica,False,
2447,Hipófise ,False,
2448,estiilo de vida,False,
2449,dormencia,False,
2450,d70,False,
2451,Síndrome do vaso vagal,False,
2452,comportamento agitado[,False,
2453,maturador lento,False,
2454,verruga,False,
2455,cisto no ovário,False,
2456,a93,False,
2457,avaliação,False,
2458,vitamina ,False,
2459,fraqueza em membro,False,
2460,Dor pélvica e perineal,False,
2461, febre,False,
2462,Deseja anticoncepcional,False,
2463,automutilação,False,
2464,inflamação na orelha,False,
2465,COMPRESSÃO RADICULAR,False,
2466,estrabismo,False,
2467,fratura de rádio,False,
2468,sindrome panico,False,
2469,FERIDA EM COURO CABELUDO,False,
2470,escape urinario,False,
2471,neoplasia pescoço,False,
2472,equimoses,False,
2473,y25,False,
2474,secreção mamilar ,False,
2475,haswwwwwwwwwwwweeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,False,
2476,capsulite adesiva,False,
2477,basocelular,False,
2478,libido diminuido,False,
2479,sintomas urinarios,False,
2480,plenitude auricular,False,
2481,flictema no pé,False,
2482,L08,False,
2483,Transtorno não especificado da identidade sexual,False,
2484,pirose,False,
2485,Transtornos de discos lombares e de outros discos intervertebrais com radiculopatia,False,
2486,crise],False,
2487,sangue,False,
2488,desejo por medicamento,False,
2489,alteração testicular,False,
2490,VENOSO,False,
2491,tricomonas,False,
2492,intestino irritável,False,
2493,história pessoal de aborto,False,
2494,dor abdominal gestação,False,
2495,mastite,False,
2496,OTITE,False,
2497,hipocondria,False,
2498,mal estar ,False,
2499,esclerose sistemica,False,
2500,insuficiência venosa,False,
2501,problemas com parceiro,False,
2502,glaucoma aguda,False,
2503,sinais e sintomas do tornozelo,False,
2504,uso irregular de medicament,False,
2505,cisto de baker,False,
2506,sono ruim,False,
2507,VEGETARIANA,False,
2508,vômitos na gestação,False,
2509,r29,False,
2510,puerpério,False,
2511,onicodistrofia,False,
2512,es,False,
2513,pele ressecadaa,False,
2514,falta de exercício físico,False,
2515,Disfunção eretil,False,
2516,lombar,False,
2517,acromega,False,
2518,petéquias,False,
2519,concentração,False,
2520,W19,False,
2521,Fratura de bacia,False,
2522,lacrimejamento,False,
2523,SANGRAMENTO UTERINO,False,
2524,urgencia hipertensiva,False,
2525,hemangioma,False,
2526,x15,False,
2527,Disfunção erétil,False,
2528,tensao muscular,False,
2529,x02,False,
2530,renovar encaminhamento para psicologia,False,
2531,j45,False,
2532,diminuicão da libido,False,
2533,preocupação com exame,False,
2534,MAMAS,False,
2535,convulsão febril,False,
2536,assimetria de mamas,False,
2537,próstata comportamento incerto,False,
2538,distúrbios na fala,False,
2539,trans,False,
2540,pontadas na cabeça,False,
2541,dor toracica trauma,False,
2542,oral,False,
2543,alteração de linguagem,False,
2544,w79,False,
2545,sentindo doente,False,
2546,Migrânea vestibular,False,
2547,consulta com médico,False,
2548,prurido e mancha na pele,False,
2549,nodulo pulmao,False,
2550,otites recorrentes,False,
2551,cuidados paliativos,False,
2552,disturbio ansioso,False,
2553,dor em membros,False,
2554,CRIANÇA ,False,
2555,dor de gaganta,False,
2556,me de intolerancia a lactose,False,
2557,dm,False,
2558,alcoolismo,False,
2559,s16,False,
2560,dor na coluna lombar,False,
2561,talassemia,False,
2562,ruptura ligamento dedo,False,
2563,NERVOS,False,
2564,retenção urinária,False,
2565,Renovar,False,
2566,lesão cutânea,False,
2567,Esteatose hepática,False,
2568,intestinal,False,
2569,Sintomas da Gravidez,False,
2570,pinta na pele,False,
2571,pitiríase,False,
2572,ADMINISTRATIVO,False,
2573,Preocupação com a aparência,False,
2574,artrite,False,
2575,n,False,
2576,picada de inseto,False,
2577,ateromatose,False,
2578,pensamentos morte,False,
2579,l09,False,
2580,arte educação,False,
2581,DESEMPREGO,False,
2582,solicitações,False,
2583,ureplasma,False,
2584,lipoma,False,
2585,mareos,False,
2586,Sushskahd,False,
2587,olho de peixe no pé,False,
2588,Q61,False,
2589,fonoaudiologia,False,
2590,CHAGAS,False,
2591,bullying,False,
2592,dispaurenia,False,
2593,redução da força muscular,False,
2594,esofago de barret,False,
2595,R87,False,
2596,refração ,False,
2597,L16,False,
2598,"dislexia, discalculia",False,
2599,n05,False,
2600,cansaco,False,
2601,soluõ,False,
2602,RASTREIO,False,
2603,tosse febre,False,
2604,Pluto,False,
2605,csindrome cromossomica,False,
2606,Desenprego,False,
2607,globus ph,False,
2608,aderencia,False,
2609,Dor na pá ,False,
2610,cisto simples no ovário,False,
2611,cid Entorses e distensões do tornozelo,False,
2612,INFECÇÃO DO TRATO RESPIRATORIO,False,
2613,Medo de doença sexualmente transmissível,False,
2614,HERPES,False,
2615,AUMENTO DE FLUXO MENSTRUAL,False,
2616,DOR EM COSTELA,False,
2617,vomi,False,
2618,dor urinar,False,
2619, R 05 CID,False,
2620,deficiencia,False,
2621,rastreamento colo útero resultado,False,
2622,alimen,False,
2623,Ivas,False,
2624,tendinite cotovelo,False,
2625,cognição,False,
2626,pubalgia,False,
2627,sangramento uterino,False,
2628,cerume,False,
2629,arte,False,
2630,inferiores,False,
2631,cisto sinovial,False,
2632,Violência Sexual,False,
2633,- Fezes endurecidas,False,
2634,problema com marido,False,
2635,cor da urina,False,
2636,dor na perna,False,
2637,bipolaridade,False,
2638,dor no pulmão,False,
2639,anemia por deficiencia de ferro,False,
2640,trismo,False,
2641,De quervain,False,
2642,ombros,False,
2643,seguiment com nutricionista,False,
2644,pressão arterial,False,
2645,intoxicação por metais,False,
2646,Pneumonia,False,
2647,Gostaria de passar com dermatologista,False,
2648,comportamento da criança,False,
2649,trauma em punho,False,
2650,Candidíase,False,
2651,r101,False,
2652,cisto mucinoso],False,
2653,medo apendice,False,
2654,vasoespasmo de coronárias,False,
2655,espermatocele,False,
2656,CID M542 Cervicalgia,False,
2657,A16,False,
2658,cuidado,False,
2659,VAGINAL,False,
2660,sacro,False,
2661,cancer de figado,False,
2662,z97,False,
2663,entalo,False,
2664,doente ,False,
2665,catarata,False,
2666,memori,False,
2667,e831,False,
2668,saude sexual,False,
2669,Itú na gestação ,False,
2670,L09,False,
2671,prep,False,
2672,falta de atividade física,False,
2673,medo cancer estomago,False,
2674,abdomem,False,
2675,CID G571 Meralgia parestésica,False,
2676,ERISIPELA,False,
2677,K47,False,
2678,Crença de doença,False,
2679,gravidez inesperada,False,
2680,viral,False,
2681,COLESTEROL,False,
2682,h542,False,
2683, Taquicardia paroxística não especificada,False,
2684,atestado ,False,
2685,violento,False,
2686,dificuldade de aten,False,
2687,R95,False,
2688,Exame,False,
2689,gravidez tubária,False,
2690,hordeoo,False,
2691,cuidadora de família,False,
2692,penra,False,
2693,d07,False,
2694,lordose,False,
2695,alteração em tomografia,False,
2696,Cãibras ,False,
2697,doraslgia,False,
2698,lesão em palato,False,
2699,esôfago barret,False,
2700,acompanhamento de saúde,False,
2701,fever,False,
2702,k01,False,
2703,pele face,False,
2704,expectativa por exames complementares,False,
2705,inflamação em pele,False,
2706,pálpebra,False,
2707,estenose canal cervical uterino,False,
2708,dor na vulva,False,
2709,dispareunia,False,
2710,Alterações da pele ,False,
2711,Dente,False,
2712,d18,False,
2713,doença falciforme,False,
2714,conhecimento,False,
2715,galactorreia,False,
2716,linfedema mastectomia,False,
2717,sincope vagal,False,
2718,faringoami,False,
2719,f33,False,
2720,Acidente,False,
2721,dificuldade para enxergar,False,
2722,puerperio,False,
2723,desejo de perder peso,False,
2724,inefccao urina,False,
2725,64,False,
2726,sangramento ao evacuar,False,
2727,foliculite barba,False,
2728,corporal,False,
2729,herpes genital,False,
2730,baixo ganho de peso,False,
2731,a98,False,
2732,anorexia,False,
2733,problemas familiares,False,
2734,Lesao pe,False,
2735,acompanhamento,False,
2736,pós cirurgia,False,
2737,Renovação de exame,False,
2738,bruxismo,False,
2739,descontrole emocional,False,
2740,banda ástrica,False,
2741,tremor maos,False,
2742,pneumoani,False,
2743,colecionador,False,
2744,vertinge,False,
2745,circulat,False,
2746,microadenoma de hipofisario,False,
2747,sinais e sintomas na pele,False,
2748,colica biliar,False,
2749,craniana,False,
2750,l18,False,
2751,fala,False,
2752,púbica,False,
2753,neoplasia tireoide,False,
2754,menstrual,False,
2755,CIRURGICO,False,
2756,Gestaçao,False,
2757,dificuldade para urinar,False,
2758,uva,False,
2759,MENSTRUAÇÃO,False,
2760,oxiuros,False,
2761,retorno,False,
2762,Pe lesao,False,
2763,check-up,False,
2764,disfuncao eretil,False,
2765,dor de barrrigaa,False,
2766,comissurite angular,False,
2767,tendinite aquiles,False,
2768,Neoplasia mama,False,
2769,a80,False,
2770,renovação de medicação,False,
2771,demanda administratica,False,
2772,síndrome de sjogren,False,
2773,vomito gestação,False,
2774,adiminstrativo,False,
2775,carcinoma basocelular,False,
2776,-58,False,
2777,transtorno de déficit de atenção e hiperatividade,False,
2778,dor pe,False,
2779,CÓLICA,False,
2780,sinais do reto,False,
2781,uso frequente medicamento,False,
2782,dieta,False,
2783,escoriação em cotovelo,False,
2784,Falta,False,
2785,enterobiase,False,
2786,alskdjfhalsdkjfh,False,
2787,trabalho de parto,False,
2788,arbovirose,False,
2789,dor lombar c,False,
2790,Procrastinação,False,
2791,alteração laboratorial,False,
2792,mamilo,False,
2793,dúvidas sobre gestação,False,
2794,dor calcanhar,False,
2795,foot,False,
2796,mucocele de glândula salivar,False,
2797,problema digestivo,False,
2798,bulimia,False,
2799,acho que minha imunidade está baixa,False,
2800,dificuldade respiratória,False,
2801,Uretrite,False,
2802,secreção vaginal,False,
2803,dormencia nos dedos do pé,False,
2804,FONTANELA,False,
2805,dor cervical,False,
2806,nuca,False,
2807,formigamento em braço esquerdo,False,
2808,nao encontrado,False,
2809,morrer,False,
2810,escape,False,
2811,DÚVIDA DE SAPUDE,False,
2812,dor em costela,False,
2813,bolinhas axila,False,
2814,DISTURBIO ATM,False,
2815,"febre, dor de garganta",False,
2816,polipo vesicula biliar,False,
2817,consulta recém-nascido,False,
2818,dor quadril,False,
2819,pai doente,False,
2820,contração,False,
2821,MÁ FORMAÇÃO CARDÍACA,False,
2822,sinais e sintomas dos dedos,False,
2823,sindrome de prader-willi,False,
2824,varias demandas ,False,
2825,Câncer de tireoide ,False,
2826,arbovírus,False,
2827,hipotensão,False,
2828,Dorsalgia,False,
2829,"RINITE, DESVIO DE SEPTO",False,
2830,o,False,
2831,mal estar geral,False,
2832,Pelo encravado,False,
2833,ferida na vulva,False,
2834,fibrilação atrial,False,
2835,DISFORIA PRÉ MENSTRUAL,False,
2836,hipovitaminose,False,
2837, pés,False,
2838,diferença de pressão arterial em membros,False,
2839,alergia em maos,False,
2840,cisto no pé,False,
2841,cabelo,False,
2842,gases,False,
2843,Check up,False,
2844,compulsão alimentar,False,
2845,RASTREIO MAMA,False,
2846,Orientação sexual,False,
2847,-47,False,
2848,w81,False,
2849,mostrar exames ,False,
2850,temporo-mandibular,False,
2851,preocupação com a saude,False,
2852,filha com depressão,False,
2853,litíase renal,False,
2854,dores articulares,False,
2855,neuropatia periferica],False,
2856,polipo colo uterino,False,
2857,tórax,False,
2858,ASTIGMATISMO,False,
2859,DISFAGIA,False,
2860,ulcera aftosa,False,
2861,Proteinúria ,False,
2862,sinais e sintomas do ouvido,False,
2863,Complicação do puerpério não especificada,False,
2864,rotina ginecológic,False,
2865,polipos intetsinais,False,
2866,dor coração,False,
2867,Diverticulite,False,
2868,dispepsia,False,
2869,sintoma anal,False,
2870,CID K297 Gastrite não especificada,False,
2871,esterilização,False,
2872,hematoma,False,
2873,transposição de grandes artérias,False,
2874,Pré diabetes ,False,
2875,Dor joelho,False,
2876,urina,False,
2877,esterelização,False,
2878,williams-beuren,False,
2879,"vertige,",False,
2880,Lesão pele,False,
2881,dor no femur,False,
2882,OUVIDO ENTUPIDO,False,
2883,produção de muco,False,
2884,eflúvio telógeno,False,
2885,sintomas da menopausa,False,
2886,ardor para urinar,False,
2887,microadenoma hipofisario,False,
2888,habitos,False,
2889,adoecimento de familiar,False,
2890,dor peito,False,
2891,renovação de pedidos de exames,False,
2892,urina escura,False,
2893,percepção,False,
2894,CONVULSÃO,False,
2895,periostite,False,
2896,60,False,
2897,doenca de fabry,False,
2898,j30,False,
2899,j34,False,
2900,manchas pele,False,
2901,sintomas visuais,False,
2902,tosse febre coriza,False,
2903,quervain,False,
2904,willians,False,
2905,nodulo na tireoide,False,
2906,internação,False,
2907,dor em mamas puerpério,False,
2908,tinha do corpo,False,
2909,caspa em barba,False,
2910,z05,False,
2911,problema com o marido,False,
2912,"Paciente com febre, tosse, coriza, cefaleia",False,
2913,cuidado ,False,
2914,ferro,False,
2915,torax,False,
2916,Perda de peso ,False,
2917,Caimbras nas pernas,False,
2918,alterações cor da pele,False,
2919,coceira nos olhos,False,
2920,menstruação escassa,False,
2921,n1,False,
2922,alteração hormonal,False,
2923,deficiencia de ferro,False,
2924,regurgitação,False,
